prompt_id,scene_id,object_id,object_name,description,pair_id,is_valid,num_attributes_target,num_attributes_anchors,num_attribute_type_color,num_attribute_type_size,num_attribute_type.shape,num_attribute_type_number,num_attribute_type_material,num_attribute_type_texture,num_attribute_type_function,num_attribute_type_style,num_attribute_type_text_label,num_attribute_type_state,num_relationships_target,num_relationships_anchors,num_relationship_type_near,num_relationship_type_far,num_relationship_type_viewpoint_dependent,num_relationship_type_vertical,num_relationship_type_contain,num_relationship_type_arrangement,num_relationship_type_ordinal,num_relationship_type_comparison,num_coreferences,num_target_not_first_np,granularity,num_anchor_type_single,num_anchor_type_multiple,num_anchor_type_non_object,num_anchor_type_viewpoint,num_negation
f2cac067-d311-4959-bbbb-bed2af82dbf4,scene0187_00,0,chair,"Looking at the wall, this is the second chair from the right.",13,1,0,0,,,,,,,,,,,1,1,,,1,,,,1,,,1,fine-grained,,1,1,1,
da09cc23-0cc6-4551-911f-4721a11984c8,scene0187_00,7,table,Look for the two dark-colored office chairs. The table of interest is right over them.,,1,0,2,1,,,1,,,,,,,1,0,,,,1,,,,,1,1,fine-grained,,1,,,
2bb5f69f-5be7-473a-a0b0-ac7a0f556a3a,scene0193_00,8,desk,"Not including the floor, there are three objects in the room that you could reasonably sit on. Pick the one that would feel the hardest.",,1,3,0,,,,1,,1,1,,,,2,0,,,,,1,,,1,1,1,generic,1,1,,1,1
f5274b23-6e3c-4d3c-849a-973c23652a02,scene0193_00,8,desk,This is the desk with the closed drawers.,14,1,0,1,,,,1,,1,1,,,1,1,0,,,,,1,,,1,1,1,fine-grained,,1,,,
708f2c3e-c1eb-46c8-b35f-70e107fa4c40,scene0193_00,,desk,This is the desk with the open drawers.,14,1,0,1,,,,,,,,,,1,1,0,,,,,1,,,,,,fine-grained,,1,,,
6102d421-f3b6-4e1b-b5bf-558c8fe0649d,scene0193_00,7,bed,Find a rectangular object that you would normally sleep on at night.,15,1,2,0,,,1,,,,1,,,,0,0,,,,,,,,,,,generic,,,,,
ee761aea-b560-40ae-b93a-27269d1d0ae2,scene0193_00,,bed,Find a circular object that you would normally sleep on at night.,15,1,2,0,,,1,,,,1,,,,0,0,,,,,,,,,,,generic,,,,,
c1dbb068-0dd9-4f46-8a35-3d1f99d70a95,scene0193_00,"7,8",furniture,This is the wooden furniture in the room.,16,1,1,0,,,,,1,,,,,,1,0,,,,,1,,,,,,categorical,,,1,,
1fc0e3d3-f139-44a9-b151-94b559614ee2,scene0193_00,5,office chair,Within the room is the furniture that is not made of wood.,16,1,1,0,,,,,1,,,,,,1,0,,,,,1,,,,,1,categorical,,,1,,1
1edaf89e-d28e-4f51-a6a5-58603e51d12e,scene0193_00,3,curtains,Look for the velvet object blocking the light.,,1,2,0,,,,,,1,1,,,,0,0,,,,,,,,,,,generic,,,,,
2ad80383-56a2-4beb-b5e9-1561669db948,scene0193_00,5,office chair,This is the soft thing that you can sit on. It is the smaller of the two soft things.,,1,4,0,,1,,,,1,1,,,,1,0,,,,,,,,1,1,,generic,1,,,,
4772e2f8-59e9-4d82-b72d-2c4092d61db1,scene0196_00,"8,9,10,14,15,29",chair,"Next to the table closest to the entrance, find all of the unfolded chairs.",,1,1,0,,,,,,,,,,1,1,1,1,,,,,,,1,,1,fine-grained,1,1,1,,
e276ae71-4613-4bd5-9ee6-45ad68b6f417,scene0196_00,27,folded chair,Find the folded chair closest to the door.,,1,1,0,,,,,,,,,,1,1,0,1,,,,,,,1,,,fine-grained,1,,,,
a05b8eb0-9e62-4a02-a25d-a3fb6aac5a1c,scene0196_00,28,folded chair,In between two other chairs is a folded chair.,,1,1,1,,,,1,,,,,,1,1,0,,,,,,1,,,,1,fine-grained,,1,,,
e7a57835-5a8e-44a7-85bc-cb50de6efc32,scene0196_00,4,table,The table is the largest one far from the door.,,1,1,0,,1,,,,,,,,,1,0,,1,,,,,,,1,,fine-grained,1,,,,
e1956772-024c-43cd-8286-9e5acb7c3195,scene0196_00,2,table,"This is the smaller of the tables in the room, in between two others. It is across the room from the row of folded chairs.",,1,1,2,,1,,1,,,,,,1,4,1,,1,,,1,1,,1,1,,fine-grained,,1,1,,
ad59fc9e-a8bd-4576-b390-3848da7f2a43,scene0196_00,9,chair,"As you enter through the door, look for the closest three identical objects, arranged in a row, that you can sit on. This is the third one from the left.",,1,1,1,,,,1,,,1,1,,,3,1,1,,1,,,1,1,1,1,1,fine-grained,1,1,,1,
8a7f6da4-7943-43a9-b82b-ee32c6b0fc1c,scene0196_00,28,folded chair,Seek the middle folded chair.,,1,1,0,,,,,,,,,,1,1,0,,,,,,,1,,,,fine-grained,,1,,,
04e81927-8c58-4b6b-9817-7f6594620078,scene0203_00,3,couch,"This is the quaint, patterned couch with brightly colored pillows on top. It is adjacent to a stack of blankets.",,1,2,1,1,,,,,1,,1,,,2,1,1,,,1,,1,,,1,,fine-grained,,1,,,
c7b45978-d297-416e-8122-d171473b01fc,scene0203_00,2,couch,Where is the couch that is farthest from the largest bookshelf?,,1,0,1,,1,,,,,,,,,1,1,,1,,,,,,1,,,fine-grained,1,1,,,
7b79b8a3-9234-4812-9abf-d179bf1d9139,scene0203_00,21,bag,"This is the object labeled ""legion."" It is on a shelf.",,1,1,0,,,,,,,,,1,,1,0,1,,,1,,,,,1,,generic,1,,,,
82924a84-3311-4f23-aabb-6e8ccdd26303,scene0203_00,5,shelf,"The board game, ""Codenames,"" is on this thing.",,1,0,1,,,,,,,,,1,,1,0,1,,,1,,,,,,1,generic,1,,,,
5f5c5f75-bf77-4ec6-a404-409d9c61517c,scene0203_00,23,bag,In the room is a medium-size paper bag.,,1,2,0,,1,,,1,,,,,,1,0,,,,,1,,,,,1,fine-grained,,,1,,
bfc781e5-e461-4c75-9212-56f4598b3e57,scene0203_00,21,bag,This is the bag not on the rug. It is made of a firm cloth material.,,1,2,0,,,,,1,1,,,,,1,0,1,,,1,,,,,1,,fine-grained,1,,,,1
8e4ea21a-f150-425b-be1f-b829433b56a4,scene0203_00,41,table,"This is a small, circular object on which you could place other objects. There are no couches facing it.",,1,3,0,,1,1,,,,1,,,,1,0,,,1,,,,,,1,,generic,,1,,,1
2f3c42d4-d5b6-4dce-9fab-a3c5f5ef6d67,scene0203_00,4,coffee table,This modern-looking object is in the center of the room. It is rectangular and has on top a book with a picture of a ship on the cover.,,1,2,1,,,1,,,,,1,,,2,0,1,,,1,1,,,,1,,generic,1,,1,,
dfdae4c0-c105-4b4c-bc71-8d8b1d4c39fd,scene0203_00,17,pillow,In the corner of the room is a pile of 3 bedding items. Pick the middle one in the stack.,,1,1,0,,,,1,,,,,,,3,0,,,,,1,1,1,,1,1,categorical,,1,1,,
766e54a9-6a07-4c02-be2a-12291abad88f,scene0203_00,30,shoes,This is a pair of shoes not on the shoe rack. They are lying on their side.,,1,2,0,,,,1,,,,,,1,1,0,1,,,1,,,,,1,,fine-grained,1,,,,1
9b2bdd84-c6fa-40bf-8543-cde6285b1b68,scene0203_00,,tissue box,"This tissue box is on a shelf. It has the name, ""Shakespeare,"" on it.",,1,1,0,,,,,,,,,1,,1,0,1,,,1,,,,,1,,fine-grained,1,,,,
1ab3a8be-b7ad-42f7-8705-91bb2f11b770,scene0203_00,40,box,This is an open plastic box on the floor.,,1,2,0,,,,,1,,,,,1,1,0,1,,,1,,,,,,,fine-grained,1,,,,
da5eb63a-7f87-4fa2-8564-78ac8d527dab,scene0203_00,7,shelf,This shelf is the smallest in the room. It has a wooden texture.,,1,2,0,,1,,,,1,,,,,2,0,,,,,1,,,1,1,,fine-grained,,1,1,,
46dd391e-ba59-475b-97d8-8640c22a41b0,scene0203_00,42,shelf,The large wooden structure is the farthest such one from the door.,,1,2,0,,1,,,1,,,,,,1,0,,1,,,,,,1,,,categorical,1,1,,,
7122c6d5-ee17-45aa-994d-06aae4385960,scene0207_00,41,stool,"This is the second stool from the left near the bar, if facing the kitchen from the couch area.",,1,0,0,,,,,,,,,,,2,1,1,,1,,,,1,,,,fine-grained,1,1,1,1,
f570f8cc-d6ea-4fc9-85fe-af70c6a200d9,scene0207_00,57,sink,The sink is the one far from the stove.,,1,0,0,,,,,,,,,,,1,0,,1,,,,,,,,,fine-grained,1,,,,
e59ce57e-c0d1-46ed-9377-2bb7d747fda9,scene0207_00,60,cabinet,"This is a sleek, white thing used to store medicines and objects for hygiene. It is not in the kitchen and can be found ajar.",,1,4,0,1,,,,,,1,1,,1,1,0,,,,,1,,,,1,,generic,,,1,,1
f84e48a8-5b9e-438f-96e4-c1c5dbfef720,scene0207_00,32,laundry basket,This plastic container has an oval-shaped rim and holes all around it. It is typically used to hold clothes for washing.,,1,4,0,,,1,,1,1,1,,,,0,0,,,,,,,,,1,,categorical,,,,,
b115df91-605b-42b2-b36d-2ebf0f242c4b,scene0207_00,12,window,"This is the first window on the left, far from the kitchen.",,1,0,0,,,,,,,,,,,2,1,,1,1,,,,1,,,,fine-grained,,1,1,1,
972c1fe7-e209-4fa0-bf9e-8cdf73a40c77,scene0207_00,11,chair,There are three one-person chairs in the office-bedroom area. This is the one that looks the most different from the rest.,,1,3,0,,,,1,,,1,1,,,2,0,,,,,1,,,1,1,,fine-grained,,1,1,,
deeff152-0220-4ad3-9cf1-1afd36e49597,scene0207_00,27,bowl,"This is the wooden bowl next to the bottle labeled ""kikkoman"".",,1,1,1,,,,,1,,,,1,,1,0,1,,,,,,,,,,fine-grained,1,,,,
e79bb3f9-673d-4550-9a31-62f7e3e60ffb,scene0207_00,28,printer,Look for the device on the far side of the desk from the paper towel roll.,,1,0,0,,,,,,,,,,,1,1,,1,,,1,,,,,,categorical,1,,,,
0cbbf15a-1203-450c-9321-b739b3e59410,scene0207_00,"1,7","couch,bed",Show me comfy places where one might usually take a nap.,,1,2,0,,,,,,1,1,,,,0,0,,,,,,,,,,,generic,,,,,
e2235a67-0d28-418b-8e56-f7e77572953b,scene0207_00,44,trash can,Under the counter are two plastic bins. Find me the taller one.,17,1,3,0,,1,,1,1,,,,,,2,0,,,,1,,,,1,1,1,categorical,1,,,,
98188873-30bc-4012-9ed7-33b7047ac844,scene0207_00,43,recycling bin,Under the counter are two plastic bins. This is not the taller one.,17,1,3,0,,1,,1,1,,,,,,2,0,,,,1,,,,1,1,1,categorical,1,,,,1
298bd008-3eb3-4a66-820a-fadf2ab7d77d,scene0207_00,17,sink,Identify the stainless steel sink.,,1,1,0,,,,,1,,,,,,0,0,,,,,,,,,,,fine-grained,,,,,
91ffe39e-597c-47a7-8e3e-a26672d06fdf,scene0207_00,39,backpack,This is the backpack nearby the two stools and not on the couch.,,1,1,0,,,,1,,,,,,,2,0,1,,,1,,,,,,,fine-grained,1,1,,,1
72e6640b-a1c6-48e9-9246-552ae11ac757,scene0207_00,9,cabinet,"This storage unit is open, exposing its contents frequently used for cooking. It is somewhat far from the fridge.",,1,2,0,,,,,,,1,,,1,1,0,,1,,,,,,,1,,categorical,1,,,,
cdec8ac7-87a7-411f-bbc3-fda4ae4fa966,scene0207_00,54,microwave,This appliance is white and rectangular in shape. It is the last in a row of sundry pots and other cooking implements.,,1,2,0,1,,1,,,,,,,,2,,,,,,,1,1,,1,,categorical,,1,,,
ce4d4e0d-80f0-4bcd-9a60-a147128458e8,scene0207_00,41,stool,This is the farthest stool from the bed.,,1,0,0,,,,,,,,,,,1,0,,1,,,,,,1,,,fine-grained,1,,,,
d84077a8-bef4-43e2-a3ea-8febb8c2cd3d,scene0207_00,41,stool,It is the seat which does not have anything proportionally large on it.,,1,1,0,,1,,,,,,,,,1,0,1,,,1,,,,,,,categorical,,1,,,1
1bb40cb1-c13c-4367-8a7d-280c735178e3,scene0207_00,11,chair,Find the chair with five legs.,,1,0,1,,,,1,,,,,,,1,0,,,,,1,,,,,,fine-grained,,1,,,
a2fc9802-1780-4f53-89b3-fb0aa59b2893,scene0207_00,43,recycling bin,Look under the bar. The container of interest is the only one that is open.,,1,1,0,,,,,,,,,,1,1,0,,,,1,,,,,,1,categorical,1,1,,,
573ae319-fd7b-4668-9be0-e39b58aafc8b,scene0207_00,9,cabinet,"Above the kitchen counter, there are two cabinets. The one of interest is the one that is first from the right.",,1,1,0,,,,1,,,,,,,2,0,,,1,1,,,1,,1,1,fine-grained,1,,,,
dbf472e6-7b23-4c52-bea1-857f17aed0f4,scene0207_00,14,desk,"This is the large, rectangular, wooden thing in the middle of the living area.",,1,3,0,,1,1,,1,,,,,,1,0,,,,,,,1,,,,generic,,,1,,
ab82738f-dccf-442c-9311-a023aa4ad812,scene0207_00,22,ceiling fan,"This large object, not the ceiling, is farthest from the floor in the bedroom.",,1,1,0,,1,,,,,,,,,2,0,,1,,,1,,,,,,generic,1,,1,,1
b7e54825-a428-42e2-9048-0d35fbc077bc,scene0207_00,52,vacuum cleaner,This is the one appliance in the kitchen on the ground which is not box-like in shape.,,1,2,0,,,1,1,,,,,,,2,0,1,,,1,1,,,,,,categorical,1,,1,,1
28952ebd-68de-4c0b-ae4b-0de87ba4f618,scene0207_00,8,rack,There are two storage units which do not have doors on them. Pick the one which is higher up.,,1,1,0,,,,1,,,,,,,2,0,,,,1,1,,,1,1,,categorical,,1,,,1
f7855ce4-7477-4864-aa8b-a5ad30456474,scene0208_00,7,bench,This is a hard place that you can sit on while reading books (not including the floor).,18,1,2,0,,,,,,1,1,,,,0,0,,,,,,,,,,,categorical,,,,,1
033d1b12-016e-47a8-a806-0beb28949d26,scene0208_00,,bench,This is a soft place that you can sit on while reading books (not including the floor).,18,1,2,0,,,,,,1,1,,,,0,0,,,,,,,,,,,categorical,,,,,1
3cf09163-c14b-4ca0-9950-905e612c19ab,scene0208_00,8,floor,This is a relatively soft place that you can sit on while reading books.,18,1,2,0,,,,,,1,1,,,,0,0,,,,,,,,,,,categorical,,,,,
58daeee8-371d-4502-b4b4-6539cffaed99,scene0208_00,7,bench,Look for a wooden furniture in the room that is mostly empty.,,1,2,0,,,,,1,,,,,1,1,0,,,,,1,,,,,,categorical,,,1,,
c6e71112-8a69-4691-b43a-564524cf5285,scene0208_00,103,books,"On the shelf along the wall is a collection of books. The shelf runs along the green strip of carpet, and the books are in the second column from the right and the third row from the bottom.",,1,0,1,1,,,,,,,,,,3,2,1,,1,1,,1,1,,,1,fine-grained,1,1,,1,
05d10f32-0585-4614-be7b-251e75351f31,scene0208_00,99,books,"There is a shelf in the corner of the room that is near the green and black lines of carpet. If facing the corner, the shelf on the left has a set of books on the 2nd to bottom row, in the column closest to the corner. Please identify those books.",,1,0,2,1,,,,,,,,,,3,5,1,,1,1,1,1,1,,,1,fine-grained,1,1,1,1,
214cedf4-8dd4-4ee9-9d8f-567a5f3dc232,scene0208_00,16,table,This is the display table of books farthest from the green carpet.,,1,0,1,1,,,,,,,,,,2,0,,1,,,1,,,,,,fine-grained,1,1,,,
0b67e9be-2daa-4683-978d-281aec3b8c0c,scene0208_00,2,bookshelf,"A book called ""The Food Lab"" can be found on this shelf of interest.",,1,1,0,,,,,,,,,1,,1,0,1,,,1,,,,,,1,fine-grained,1,,,,
9d28909c-2ded-4561-a1b8-d08403427dfd,scene0208_00,2,bookshelf,"This shelf displays a book which has ""Magical Creatures"" on it.",,1,1,0,,,,,,,,,1,,1,0,1,,,1,,,,,,,fine-grained,1,,,,
687899a6-7726-4e88-a15d-1ab94f5d7c6a,scene0208_00,11,rack stand,The minimalistic book display has five wheels and can rotate. This one is at the end of a row of other displays on the lighter gray carpet.,19,1,2,2,1,,,1,,,1,1,,,3,0,1,,,1,1,1,1,1,1,,categorical,1,1,,,
91fec815-6222-4de8-b8ee-fcf9a23b0121,scene0208_00,,rack stand,The minimalistic book display has seven wheels and can rotate. This one is at the end of a row of other displays on the lighter gray carpet.,19,1,2,2,1,,,1,,,1,1,,,3,0,1,,,1,1,1,1,1,1,,categorical,1,1,,,
6fe1ace2-1105-4d41-b19c-fcc57f52843a,scene0208_00,3,bookshelf,"This object has a kit on it with the text, ""paper airplanes"".",,1,0,1,,,,,,,,,1,,1,0,1,,,1,,,,,1,,generic,1,,,,
0db79854-87f2-4b4f-8192-a75fc077dd2b,scene0208_00,2,bookshelf,"This shelf has a section header labeling the books as for ""children"".",,1,0,1,,,,,,,,,1,,1,0,,,,,1,,,,,,fine-grained,1,,,,
91f9a46d-db4e-482a-ada5-c8f36aad0a48,scene0208_00,106,bookshelf,This shelf is farthest from the green floor.,,1,0,1,1,,,,,,,,,,1,0,,1,,,,,,,,,fine-grained,1,,,,
de8ad892-a872-493d-adc9-4a4675c4af72,scene0208_00,9,book rack,This fancy rotating display is the one nearest to the orange carpet.,,1,2,1,1,,,,,,1,1,,,1,0,1,,,,,,,1,1,,categorical,1,1,,,
1d7e8778-f479-4949-a200-f54ab2889c6d,scene0221_00,8,bed,"This is a classy queen-size bed, farthest from the door of the hotel room.",,1,2,0,,1,,,,,,1,,,1,1,,1,,,1,,,,,,fine-grained,1,,1,,
efe28f39-604a-454c-a342-d08cc3c6fb28,scene0221_00,6,table,This is the octagonal working surface in the room.,20,1,2,0,,,1,,,,1,,,,1,0,,,,,1,,,,,,categorical,,,1,,
cc78e3a8-f423-4704-a7b7-6d1c99cc310e,scene0221_00,,table,This is the pentagonal working surface in the room.,20,1,2,0,,,1,,,,1,,,,1,0,,,,,1,,,,,,categorical,,,1,,
e28b14a4-7557-468f-863b-e701d9c26044,scene0221_00,10,desk,This is the rectangular working surface in the room. It is the least square of the candidates.,,1,3,0,,,1,,,,1,,,,2,0,,,,,1,,,1,,,categorical,,1,1,,
98857df5-5a72-43b0-b9ab-d76ea299851f,scene0221_00,13,door,What door would I use to enter or exit the hotel room?,,1,1,0,,,,,,,1,,,,0,0,,,,,,,,,,,fine-grained,,,,,
392baf0f-fc7b-4bd7-a6fa-a060436187b3,scene0221_00,4,chair,Farthest from the bathroom is an ergonomic office chair with a flexible fabric.,,1,2,0,,,,,,1,,1,,,1,0,,1,,,,,,,,1,fine-grained,,,1,,
4714eadc-bd33-4f9a-af1c-949e28df9af2,scene0221_00,,chair,Search for the farthest chair from the hotel door. This chair is made of metal and feels cold to the touch.,,1,2,0,,,,,1,1,,,,,1,0,,1,,,,,,,,,fine-grained,1,1,,,
501b2a41-c231-4135-a5fa-807222fc953e,scene0221_00,11,ironing board,Find the object shaped almost like a flat rocket ship. It is has a relatively soft fabric on top to support clothes and metal legs for stability. It is currently folded and hanging on the wall.,,1,4,1,,,1,,1,1,1,,,1,2,0,1,,,,1,,,,1,,generic,1,1,,,
c066d15c-0ea8-400c-ab53-6d79a15767b6,scene0221_00,7,bed,This is the bed not far from the mini fridge.,,1,0,0,,,,,,,,,,,1,0,,1,,,,,,,,,fine-grained,1,,,,1
3c7f0779-7b32-42fe-98d8-4072f194da60,scene0221_00,29,chair,"In the row of chairs and tables against the wall, find the third chair from the left.",,1,0,0,,,,,,,,,,,3,0,1,,1,,,1,1,,,1,fine-grained,,1,,,
9d3990ed-62ef-4956-b357-7fb58586f772,scene0221_00,43,nightstand,There is an table between the two beds.,,1,0,0,,,,,,,,,,,1,0,,,,,,1,,,,,fine-grained,,1,,,
a4ea0d85-1ab7-4a78-b4c5-2f870d9f9b69,scene0222_00,9,fan,"This is a circular, unicolor object which faces one of the beds.",,1,2,1,1,,1,1,,,,,,,1,0,,,1,,,,,,,,generic,,1,,,
a6a755f9-a93b-4726-81ae-b7eb49a5a5e4,scene0222_00,14,desk,"A bottle labeled ""tums"" can be found on this desk.",,1,1,0,,,,,,,,,1,,1,0,1,,,1,,,,,,1,fine-grained,1,,,,
055964de-721d-4847-b193-ca8b291d7c42,scene0222_00,7,chair,"This dormitory-style object is covered by cotton fabrics and in front of a stack of papers with the number, ""150"" in big font.",,1,1,3,,1,,,1,,,1,1,,2,2,1,,1,,1,1,,,,,generic,,1,,,
476f7e98-e7fa-4b29-8e73-2a4caf2e86ad,scene0222_00,14,desk,"This desk has a circular object with the large letters, ""ECF"", on it.",,1,0,3,,1,1,,,,,,1,,1,0,1,,,1,,,,,1,,fine-grained,1,,,,
50273e8e-8b76-492c-8d1e-8debad2f3b64,scene0222_00,16,trash can,Face the wall to the left of the door as you enter. This is the third object from the left against the wall.,,1,0,0,,,,,,,,,,,2,3,1,,1,,,,1,,,1,generic,1,1,,1,
580fa8a5-ad51-4f83-a027-a31ee5350616,scene0222_00,28,window,This window is second from the right.,,1,0,0,,,,,,,,,,,1,0,,,1,,,,1,,,,fine-grained,,1,,,
5c98b0a6-adb5-41a6-9850-7684c901f1ea,scene0222_00,"0,5",bed,"These are all the long, soft places in the room.",,1,2,0,,1,,,,1,,,,,1,0,,,,,1,,,,,,generic,,,1,,
b5dbd31c-bd49-46fa-8488-1d0c65c3f6ca,scene0222_00,"16,17,34",trash can,There are several plastic or fabric containers in the room. These are the most empty ones.,,1,4,0,,,,1,1,,,,,1,2,0,,,,,1,,,1,1,1,categorical,,1,1,,
41b13410-eeeb-44ab-868c-a01e37f88787,scene0222_00,15,laundry hamper,"Excluding the wardrobes, there are several containers in the room. This one has the most soft fabrics in it.",,1,2,1,,,,1,,1,1,,,,3,0,,,,,1,,,1,1,1,categorical,,1,1,,1
1310a249-3345-4254-aae5-d4b95675fcd4,scene0222_00,5,bed,"Look for the box that says ""Irish Springs"" on it. The bed of interest is the one that is closest to the desk supporting that box.",,1,0,1,,,,,,,,,1,,1,1,1,,,1,,,,1,1,1,fine-grained,1,,,,
016ff067-72aa-4135-aabe-08e5e71534b2,scene0222_00,13,desk,This is the messier of the two desks.,,1,1,1,,,,1,,,,,,1,1,0,,,,,,,,1,,,fine-grained,,1,,,
bb8c0c6c-ff9b-41ce-9e34-4a3a9ea24a0c,scene0222_00,7,chair,This is the chair with the soft clothes on it.,21,1,1,0,,,,,,1,,,,,1,0,1,,,1,,,,,1,,fine-grained,,1,,,
e0439902-6b19-4064-9588-e62bb5c3679c,scene0222_00,,chair,This is the chair with the rigid clothes on it.,21,1,1,0,,,,,,1,,,,,1,0,1,,,1,,,,,1,,fine-grained,,1,,,
0561b3e3-a2b4-403a-bbe0-102e5c6de435,scene0222_00,"6,7",chair,"These are the basic, wooden chairs in the room.",22,1,2,0,,,,,1,,,1,,,1,0,,,,,1,,,,,,fine-grained,,,1,,
f692d5b2-49cb-4952-873c-93514ce278e4,scene0222_00,,chair,"These are the fancy, wooden chairs in the room.",22,1,2,0,,,,,1,,,1,,,1,0,,,,,1,,,,,,fine-grained,,,1,,
5113773e-76a1-41cb-b205-9d9c66b56a14,scene0222_00,39,clothes,These are the visible clothes which are most well stored.,,1,2,0,,,,,,,,1,,1,1,0,,,,,,,,1,,,fine-grained,,1,,,
fb226e7e-971b-4886-acae-dda5ab9e8a23,scene0231_00,2,breakfast bar,"This counter has a coupon book with the number ""20%"" on it.",23,1,1,0,,,,,,,,,1,,1,0,1,,,1,,,,,1,,fine-grained,1,,,,
78254456-b6f7-4275-a3ea-9e46327d0b1d,scene0231_00,,breakfast bar,"This counter has a coupon book with the number ""37%"" on it.",23,1,1,0,,,,,,,,,1,,1,0,1,,,1,,,,,1,,fine-grained,1,,,,
5b9d509e-57ba-4110-8bad-933dc3b4e23d,scene0231_00,2,breakfast bar,This is the most cluttered counter in the kitchen.,,1,1,0,,,,,,,,,,1,2,0,,,,,1,,,1,,,fine-grained,,,1,,
86c14217-736b-44e2-af91-d182a33a087c,scene0231_00,"78,79,80","couch,armchair",These are the fancy chairs in the living room that don't have a cylindrical item on them.,,1,1,1,,,1,,,,,1,,,2,0,1,,,1,1,,,,1,,fine-grained,1,,1,,1
8bda9374-4cdc-4ce9-af6f-e262588bf1a8,scene0231_00,48,stove,"From the perspective of the kitchen island, this is the third appliance sweeping from the left.",,1,0,0,,,,,,,,,,,1,1,,,1,,,,1,,,1,categorical,1,1,,1,
420f0d9c-68f7-441b-892a-af8ec121e89a,scene0231_00,61,kitchen cabinets,This is the row of contiguous three cabinets to the right of the oven. This group does not include drawers.,,1,2,0,,,,1,,,,,,1,3,0,,,1,,1,1,,,,,fine-grained,1,1,,1,1
d02b1fa1-9b8b-4459-8f71-80f31cd31a6d,scene0231_00,20,picture,This object has a design with three pandas on it.,,1,2,0,,,,1,,,,1,,,0,0,,,,,,,,,1,,generic,,,,,
996aec32-75d2-4cb4-b724-5b9566c321a7,scene0231_00,80,armchair,"The sofa chair is the one far from the wall with the poster with the words, ""Avalanches"", on it.",,1,0,1,,,,,,,,,1,,1,1,,1,,,1,,,,1,,fine-grained,1,,,,
2957c194-dd54-44eb-887c-78ffb8c4d4aa,scene0231_00,"38,39,41",chair,"Of the four seats in the kitchen, one of them stands out the most. Bring the other three.",,1,2,1,,,,1,,,,1,,,1,1,,,,,1,,,1,1,1,fine-grained,1,,1,,
ed481fa0-8283-4b7e-a7da-77c0fc7aebae,scene0246_00,2,light,This is the fancy chandelier in the room.,24,1,1,0,,,,,,,,1,,,1,0,,,,,1,,,,,,fine-grained,,,1,,
c13c60bf-514d-46a5-ab76-b7f611be3063,scene0246_00,,light,This is the drab chandelier in the room.,24,1,1,0,,,,,,,,1,,,1,0,,,,,1,,,,,,fine-grained,,,1,,
9e3e2a28-5cc7-4b90-8899-2e63f8b10d54,scene0246_00,13,bed,Look for a place to sleep on. It should be very neatly put together.,25,1,2,0,,,,,,,1,,,1,0,0,,,,,,,,,1,,categorical,,,,,
825ff9b7-951c-43ad-b67b-cda227798405,scene0246_00,,bed,Look for a place to sleep on. It should be in a very messy state.,25,1,2,0,,,,,,,1,,,1,0,0,,,,,,,,,1,,categorical,,,,,
a0d1bec8-8e3c-4d0d-9454-a189f857c7bc,scene0246_00,"1,6,15","chair,toilet,stool",Find a hard surface to sit on. Tables and floors do not count.,,1,2,0,,,,,,1,1,,,,1,0,,,,,1,,,,,,categorical,,1,,,1
bc5f27d0-0531-419f-a6f8-a3299adae577,scene0249_00,23,trash can,This thing has a symbol on it with three arrows pointing at each other in a triangular configuration.,,1,1,1,,,1,,,,,,1,,0,0,,,,,,,,,,,generic,,,,,
70836002-810d-4735-857a-4b617a519c6b,scene0249_00,22,folded table,"Where is the folded table, so that we can create more space for people?",,1,2,0,,,,,,,1,,,1,0,0,,,,,,,,,,,fine-grained,,,,,
93d46aae-231e-4b80-8ef3-271303b64902,scene0249_00,,folded table,"This is the table that is not folded up, roughly between the trash can and blue recycling bin.",,1,1,1,1,,,,,,,,,1,1,0,,,,,,1,,,,,fine-grained,,1,,,1
a19ce18f-c839-45d7-9d58-b62dbdd00bbe,scene0251_00,17,table,"If facing the wall with the poster with the words, ""SIGGRAPH"", get all of the tables on your right.",,1,0,1,,,,,,,,,1,,1,2,,,1,,1,,,,,1,fine-grained,1,,,1,
a4149c40-0a61-41ec-a99b-741e39bc4d30,scene0251_00,"8,10",trash can,These are the fullest trash cans far from the two chairs.,,1,1,1,,,,1,,,,,,1,2,0,,1,,,,,,1,,,fine-grained,,1,,,
4b6aae99-0f83-4faa-a226-cc4ffb15b197,scene0251_00,,trash can,"Grab the trash cans near the wall with the number, ""200"" written on one of its posters.",26,1,0,1,,,,,,,,,1,,1,1,1,,,,1,,,,1,,fine-grained,1,1,,,
d1a490fa-c0c3-42d2-9d20-8472c9f040a4,scene0251_00,"8,9,10,11,12",trash can,"Grab the trash cans far from the wall with the number, ""200"" written on one of its posters.",26,1,0,1,,,,,,,,,1,,1,1,,1,,,1,,,,1,,fine-grained,1,1,,,
a7a94852-c6ed-4e80-8776-2452afe81134,scene0251_00,"9,11",trash can,"These are the containers labeled ""cans"".",,1,1,0,,,,,,,,,1,,0,0,,,,,,,,,,,categorical,,,,,
f698557c-ebba-40ee-af00-e2e193833735,scene0251_00,7,chair,"If facing the semicircular table, this is the simple, wooden chair on the right.",27,1,2,1,,,1,,1,,,1,,,1,1,,,1,,,,,,,1,fine-grained,1,,,1,
